
CAH level 1,Level of qualification,Mode of study,Country of HE provider,Sex,Academic Year,Number
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Total,2019/20,290
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Female,2020/21,185
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Male,2020/21,100
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,All,Total,2020/21,285
"06 Agriculture, food and related studies",Other undergraduate,All,England,Female,2019/20,605
"06 Agriculture, food and related studies",Other undergraduate,All,England,Male,2019/20,305
"06 Agriculture, food and related studies",Other undergraduate,All,England,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,England,Total,2019/20,905
"06 Agriculture, food and related studies",Other undergraduate,All,England,Female,2020/21,590
"06 Agriculture, food and related studies",Other undergraduate,All,England,Male,2020/21,315
"06 Agriculture, food and related studies",Other undergraduate,All,England,Other,2020/21,5
"06 Agriculture, food and related studies",Other undergraduate,All,England,Total,2020/21,905
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Female,2019/20,485
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Male,2019/20,240
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Total,2019/20,730
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Female,2020/21,445
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Male,2020/21,260
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Other,2020/21,5
"06 Agriculture, food and related studies",Other undergraduate,Full-time,England,Total,2020/21,710
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Female,2019/20,115
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Male,2019/20,65
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Total,2019/20,180
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Female,2020/21,145
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Male,2020/21,50
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,England,Total,2020/21,195
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Female,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Male,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Total,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Female,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Male,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,All,Northern Ireland,Total,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Female,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Male,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Total,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Female,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Male,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Northern Ireland,Total,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Female,2019/20,240
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Male,2019/20,150
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Total,2019/20,390
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Female,2020/21,385
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Male,2020/21,200
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Other,2020/21,5
"06 Agriculture, food and related studies",Other undergraduate,All,Scotland,Total,2020/21,590
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Female,2019/20,195
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Male,2019/20,105
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Total,2019/20,305
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Female,2020/21,350
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Male,2020/21,160
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Other,2020/21,5
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Scotland,Total,2020/21,515
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Female,2019/20,45
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Male,2019/20,45
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Total,2019/20,90
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Female,2020/21,35
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Male,2020/21,40
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Scotland,Total,2020/21,75
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Female,2019/20,100
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Male,2019/20,30
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Total,2019/20,130
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Female,2020/21,85
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Male,2020/21,35
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,All,Wales,Total,2020/21,120
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Female,2019/20,85
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Male,2019/20,25
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Total,2019/20,110
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Female,2020/21,80
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Male,2020/21,25
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Full-time,Wales,Total,2020/21,105
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Female,2019/20,15
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Male,2019/20,5
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Other,2019/20,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Total,2019/20,20
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Female,2020/21,10
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Male,2020/21,10
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Other,2020/21,0
"06 Agriculture, food and related studies",Other undergraduate,Part-time,Wales,Total,2020/21,15
"06 Agriculture, food and related studies",All undergraduate,All,All,Female,2019/20,2665
"06 Agriculture, food and related studies",All undergraduate,All,All,Male,2019/20,1230
"06 Agriculture, food and related studies",All undergraduate,All,All,Other,2019/20,5
"06 Agriculture, food and related studies",All undergraduate,All,All,Total,2019/20,3900
"06 Agriculture, food and related studies",All undergraduate,All,All,Female,2020/21,2870
"06 Agriculture, food and related studies",All undergraduate,All,All,Male,2020/21,1290
"06 Agriculture, food and related studies",All undergraduate,All,All,Other,2020/21,10
"06 Agriculture, food and related studies",All undergraduate,All,All,Total,2020/21,4170
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Female,2019/20,2445
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Male,2019/20,1100
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Other,2019/20,5
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Total,2019/20,3550
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Female,2020/21,2635
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Male,2020/21,1165
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Other,2020/21,10
"06 Agriculture, food and related studies",All undergraduate,Full-time,All,Total,2020/21,3805
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Female,2019/20,220
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Male,2019/20,130
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Other,2019/20,0
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Total,2019/20,350
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Female,2020/21,235
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Male,2020/21,125
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Other,2020/21,5
"06 Agriculture, food and related studies",All undergraduate,Part-time,All,Total,2020/21,365
"06 Agriculture, food and related studies",All undergraduate,All,England,Female,2019/20,2005
"06 Agriculture, food and related studies",All undergraduate,All,England,Male,2019/20,865
"06 Agriculture, food and related studies",All undergraduate,All,England,Other,2019/20,0
"06 Agriculture, food and related studies",All undergraduate,All,England,Total,2019/20,2875
"06 Agriculture, food and related studies",All undergraduate,All,England,Female,2020/21,2025
"06 Agriculture, food and related studies",All undergraduate,All,England,Male,2020/21,870
"06 Agriculture, food and related studies",All undergraduate,All,England,Other,2020/21,5
"06 Agriculture, food and related studies",All undergraduate,All,England,Total,2020/21,2900
"06 Agriculture, food and related studies",All undergraduate,Full-time,England,Female,2019/20,1860
"06 Agriculture, food and related studies",All undergraduate,Full-time,England,Male,2019/20,790
"06 Agriculture, food and related studies",All undergraduate,Full-time,England,Other,2019/20,0
"06 Agriculture, food and related studies",All undergraduate,Full-time,England,Total,2019/20,2650
